Portál,Číslo,Název pozice,Link,Firma,Lokace,Typ úvazku,Datum inzerátu,Tag,Plat
jobs.cz,144,AI Researcher/developer,https://www.jobs.cz/rpd/2000343465/?searchId=ca6a1b3e-1716-45ab-8616-66a9737ff72e&rps=233,"VŠB - TUO, IT4Innovations národní superpočítačové centrum",Ostrava – Poruba,,Končí za 3 dny,,
jobs.cz,145,Business Intelligence Specialist - Power BI,https://www.jobs.cz/rpd/2000281126/?searchId=ca6a1b3e-1716-45ab-8616-66a9737ff72e&rps=233,ABB s.r.o.,Ostrava – Moravská Ostrava,,10. září,,
jobs.cz,146,HR Data Scientist,https://www.jobs.cz/rpd/2000358011/?searchId=f4a0c3d1-1f77-495e-a52f-621c682e7ab0&rps=233,"Wacker-Chemie, s.r.o.",Plzeň – Skvrňany,,Aktualizováno včera,,
jobs.cz,147,Data Engineer,https://www.jobs.cz/rpd/2000356361/?searchId=f4a0c3d1-1f77-495e-a52f-621c682e7ab0&rps=233,"Wacker-Chemie, s.r.o.",Plzeň – Skvrňany,,25. září,,
startupjobs.cz,1,Marketing Data Analyst,https://www.startupjobs.cz/nabidka/81779/marketing-data-analyst,Košík.cz,Praha,Full-time,,HOT,60000 - 70000 CZK monthly
startupjobs.cz,2,🚀 Data Engineer,https://www.startupjobs.cz/nabidka/80641/data-engineer,Capital Markets Gateway (CMG),Brno,Full-time,,HOT,
startupjobs.cz,3,"Data Engineer | Praha, Karlín | e-commerce big data startup",https://www.startupjobs.cz/nabidka/70215/data-engineer-praha-karlin-e-commerce-big-data-startup,Merchantee,Praha,Full-time,,HOT,
startupjobs.cz,4,Generative AI and ML Developer,https://www.startupjobs.cz/nabidka/79839/generative-ai-and-ml-developer,Blindspot Solutions,Praha,"Part-time, Full-time",,HOT,
startupjobs.cz,5,(Senior) Data Analyst for GLAMI.,https://www.startupjobs.cz/nabidka/82341/senior-data-analyst-for-glami,GLAMI,Praha,Full-time,,HOT,
startupjobs.cz,6,"Data Engineer 💻 Zázemí české společnosti, mezinárodní klienti, remote spolupráce 🤝",https://www.startupjobs.cz/nabidka/81635/data-engineer-zazemi-ceske-spolecnosti-mezinarodni-klienti-remote-spoluprace,UD4D,Praha,Full-time,,HOT,
startupjobs.cz,7,Datový Analytik/čka,https://www.startupjobs.cz/nabidka/82215/datovy-analytik-cka,edwardinvest.cz,"Praha, Mladá Boleslav",Full-time,,HOT,50000 - 90000 CZK monthly
